	fold_0	fold_1	fold_2	fold_3	fold_4	fold_5	fold_6	fold_7	fold_8	fold_9	mean
%blasto	0,859	0,761	0,855	0,86	0,854	0,851	0,767	0,813	0,783	0,872	0,828
